$\beta_{c||}$,$v_t/c$,$n_{spec}$,$\alpha_c$,$\tau_b$,$\alpha_b$,$D_b$,$vv_b$,$vv_e$,case,$k_\perp$,$k_{||}$,$\omega_r / \Omega_p$,$\gamma / \Omega_p$,$P_1$,$P_2$,$P_3$,$P_4$,$P_5$,$Re(E_x)$,$Im(E_x)$,$Re(E_y)$,$Im(E_y)$,$Re(E_z)$,$Im(E_z)$,$Re(B_x)$,$Im(B_x)$,$Re(B_y)$,$Im(B_y)$,$Re(B_z)$,$Im(B_z)$
0.34889299,0.00011760069,3,1.7344891,0.73047936,1.3510296,0.12872224,0.61867213,0.070554875,10136.0,0.001,0.38512,0.39719,0.0018055,-0.0043945,-0.0001456,4.4216e-08,0.0,0.0,1.0,0.0,1.02e-05,-1.0,-0.000464,0.000707,28.4,6260.0,6260.0,-28.5,-0.0737,-16.3
0.38412032,0.00013688402,3,1.5724247,1.0422106,1.0731531,0.11983728,0.51692808,0.055318244,10137.0,0.001,0.32197,0.33997,0.00022505,-0.00066286,8.5518e-07,7.2218e-08,0.0,0.0,1.0,0.0,1.64e-05,-1.0,-0.000396,0.000669,3.56,5520.0,5520.0,-3.66,-0.0111,-17.1
0.97491211,0.00013836689,3,0.97401005,1.4719144,2.1027308,0.080221146,1.1596786,0.08612141,10138.0,0.001,0.27321,-0.15851,0.00025532,-0.00087982,0.0024906,-1.0797e-07,0.0,0.0,1.0,0.0,1.85e-05,1.0,-0.000269,-0.000527,-20.1,12600.0,-12600.0,-20.4,0.0736,-46.2
2.2935629,0.00010728541,3,1.4920346,0.43479404,0.84148109,0.092793383,1.5020883,0.12754804,10139.0,0.001,0.56917,0.29269,0.013741,-0.04678,0.00053293,2.4189e-08,0.0,0.0,1.0,0.0,1.37e-05,-1.0,-7.52e-05,0.000584,695.0,14800.0,14800.0,-695.0,-1.22,-26.0
0.79838187,0.00011386713,3,1.375558,0.40916952,0.66755491,0.075300157,1.1402701,0.079850025,10140.0,0.001,0.5985,0.80377,0.006495,3.3347e-05,-0.0081219,3.722e-08,0.0,0.0,1.0,0.0,1.56e-06,1.0,0.000278,-0.000263,-45.1,-5580.0,5580.0,-45.0,0.0753,9.32
1.3799146,0.00015967998,3,1.1069368,1.268513,1.2010304,0.097166553,0.95194024,0.084304042,,,,,,,,,,,,,,,,,,,,,,
0.5158627,0.00013957013,3,1.5651968,0.65946227,0.64360285,0.10987882,0.55724126,0.055167574,10142.0,0.001,0.36447,0.33328,0.00058176,-0.0026271,0.00088183,5.7066e-08,0.0,0.0,1.0,0.0,1.66e-05,-1.0,-0.000307,0.000713,10.8,6260.0,6260.0,-10.9,-0.0297,-17.2
1.3433685,0.00014857101,3,1.0454067,0.64920002,1.0057603,0.073192842,0.86393744,0.058920495,,,,,,,,,,,,,,,,,,,,,,
1.9109639,0.00015333154,3,0.80616605,0.83546722,0.78973877,0.068114288,1.254595,0.080006048,10144.0,0.001,0.51819,0.53304,0.0044079,0.0021652,-0.010444,7.4897e-08,0.0,0.0,1.0,0.0,1.78e-06,1.0,0.000121,-0.000316,-58.4,-7060.0,7060.0,-58.4,0.113,13.6
1.8823615,0.00018071948,3,0.63833272,0.88442004,0.54332489,0.084979758,1.1023484,0.086339943,10145.0,0.001,0.52871,0.60032,0.015823,0.00050476,-0.027065,6.9047e-08,0.0,0.0,1.0,0.0,1.34e-06,1.0,0.000154,-0.000271,-161.0,-6100.0,6100.0,-161.0,0.304,11.5
1.4758326,0.00011836477,3,2.5912843,0.5249719,0.62020242,0.10164608,1.8891289,0.1743049,10146.0,0.001,1.0596,0.54146,0.14723,-0.25112,0.00090077,9.8995e-09,0.0,0.0,1.0,0.0,2.54e-06,-1.0,-3.44e-05,0.000761,2600.0,9560.0,9560.0,-2600.0,-2.45,-9.03
0.72178131,0.00015971677,3,1.0163672,1.1849235,0.95621389,0.080083624,0.82392246,0.061090421,,,,,,,,,,,,,,,,,,,,,,
0.88833576,0.00011742244,3,0.18208268,0.49719295,0.92505759,0.092050686,1.261446,0.10632918,10148.0,0.001,0.20001,0.59495,0.0059863,-8.0738e-05,-0.010008,1.8107e-07,0.0,0.0,1.0,0.0,5.09e-06,1.0,0.000272,-7.99e-05,-67.5,-6710.0,6710.0,-67.5,0.338,33.5
0.75577843,0.00013762989,3,1.6511009,0.59729785,0.53509253,0.08758691,0.79752433,0.064227052,10149.0,0.001,0.46705,0.3542,0.0059299,-0.01956,0.0029266,3.1964e-08,0.0,0.0,1.0,0.0,1.35e-05,-1.0,-0.000197,0.000731,125.0,7450.0,7450.0,-125.0,-0.267,-16.0
1.4002577,0.00014245699,3,1.396978,1.3437046,1.3576,0.10358384,0.95758802,0.089879535,10150.0,0.001,0.41259,0.26516,0.001379,-0.0051883,-8.3408e-06,4.6016e-08,0.0,0.0,1.0,0.0,2.04e-05,-1.0,-0.00013,0.000546,47.9,9240.0,9240.0,-48.1,-0.116,-22.4
0.33717909,0.00010424106,3,2.4996064,0.48677447,1.0715127,0.075914636,0.79379046,0.056008734,10151.0,0.001,0.5985,0.52638,0.040888,-0.070962,-0.00021555,2.036e-08,0.0,0.0,1.0,0.0,4.69e-06,-1.0,-0.000462,0.00105,533.0,6860.0,6860.0,-533.0,-0.89,-11.5
1.1589166,0.00017420086,3,0.485311,1.626688,0.56868857,0.073163338,0.84622186,0.057691511,10152.0,0.001,0.47644,-0.77849,0.00058631,0.00075321,-1.9401e-09,-5.8071e-08,0.0,0.0,1.0,0.0,1.13e-06,-1.0,0.000218,0.000189,3.8,-5040.0,-5040.0,-3.8,-0.00798,10.6
2.2622371,0.00019026226,3,0.51411915,1.7369189,0.92489058,0.084818795,1.067505,0.083465196,10153.0,0.001,0.52871,-0.50454,0.017037,0.034245,-1.9036e-06,-9.1133e-08,0.0,0.0,1.0,0.0,1.09e-06,-1.0,0.000191,0.000289,259.0,-7670.0,-7670.0,-259.0,-0.49,14.5
0.63293463,0.00014489637,3,1.1744883,0.87523288,1.1171674,0.12036639,0.6666922,0.071625434,,,,,,,,,,,,,,,,,,,,,,
1.1787245,0.00016336452,3,0.25876763,0.86716157,0.59833091,0.061657682,0.95395356,0.055402383,10155.0,0.001,0.38127,0.92074,0.0067287,-0.00271,-0.0046072,7.3214e-08,0.0,0.0,1.0,0.0,1.4e-06,1.0,0.000224,-0.00011,-36.4,-4980.0,4980.0,-36.4,0.0955,13.1
1.2038629,0.00014489797,3,1.327389,1.1751989,1.4812031,0.083849356,1.1860783,0.091758288,,,,,,,,,,,,,,,,,,,,,,
0.73539674,0.00013986234,3,0.93012786,0.61754775,0.71880949,0.1142661,0.81038237,0.083103672,10157.0,0.001,0.46705,0.75584,0.00035616,8.836e-06,-0.00048008,4.4077e-08,0.0,0.0,1.0,0.0,1.74e-06,1.0,0.00024,-0.00017,-2.17,-4580.0,4580.0,-2.16,0.00464,9.81
1.0972737,0.00016553415,3,1.0331389,1.1109844,1.0456986,0.11701141,0.8786267,0.092040017,,,,,,,,,,,,,,,,,,,,,,
0.41913471,0.00013173402,3,1.2634622,1.0043802,1.0866303,0.13976203,0.74074763,0.09083309,,,,,,,,,,,,,,,,,,,,,,
0.54976982,0.00013584712,3,1.4305947,0.97946864,1.5450549,0.13043633,0.78591692,0.090682849,,,,,,,,,,,,,,,,,,,,,,
1.835339,0.00014548289,3,0.5868603,0.81020498,1.0196544,0.082337506,1.2588602,0.09576638,10161.0,0.001,0.49351,-0.50734,0.0023587,0.0047983,-0.00014664,-8.8365e-08,0.0,0.0,1.0,0.0,1.48e-06,-1.0,0.00017,0.000298,40.6,-8730.0,-8730.0,-40.6,-0.0822,17.7
0.60657567,0.00012852202,3,1.4349784,0.88248485,0.90195388,0.095238768,0.79016614,0.068710312,,,,,,,,,,,,,,,,,,,,,,
0.54505295,0.00012954597,3,1.5389662,0.58961666,0.072726615,0.079792507,0.81548131,0.060261123,10163.0,0.001,0.86819,1.5161,0.003769,1.2695e-05,-0.0024989,1.3666e-08,0.0,0.0,1.0,0.0,3.96e-07,1.0,0.000188,-3.46e-05,-8.86,-3560.0,3560.0,-8.86,0.0102,4.1
0.87510204,0.00015704006,3,0.6002984,1.0371747,1.1169474,0.11316746,0.67961854,0.069091804,,,,,,,,,,,,,,,,,,,,,,
0.52693427,0.0001516354,3,0.84323138,1.1376632,1.2871128,0.15419637,0.60246903,0.080487661,,,,,,,,,,,,,,,,,,,,,,
0.68342507,0.0001381285,3,1.0956832,0.71296567,0.85691464,0.11698984,0.7385565,0.077353984,,,,,,,,,,,,,,,,,,,,,,
2.5247507,0.00016615246,3,0.77639157,0.96307236,1.056538,0.10255954,1.3212873,0.1229042,,,,,,,,,,,,,,,,,,,,,,
0.76926684,0.00015299316,3,1.3988582,0.86901098,0.869389,0.1109349,0.67329729,0.067233369,10168.0,0.001,0.32844,0.27147,0.00010895,-0.00042001,1.8599e-05,7.3603e-08,0.0,0.0,1.0,0.0,2.58e-05,-1.0,-0.000213,0.00061,2.51,6690.0,6690.0,-2.7,-0.00764,-20.4
2.1038089,0.00017166679,3,1.1282629,1.5351682,1.2912165,0.066651665,1.2908287,0.080660664,,,,,,,,,,,,,,,,,,,,,,
0.57187229,0.00012822164,3,1.4276626,0.86108691,1.5274671,0.06594152,0.72595996,0.044909257,,,,,,,,,,,,,,,,,,,,,,
1.9486891,0.00017257556,3,0.75932878,2.1619225,2.1721933,0.068708718,1.07796,0.06930396,,,,,,,,,,,,,,,,,,,,,,
0.68666404,0.00011717775,3,1.8041915,0.41790918,0.71690154,0.11078034,0.80834079,0.080617443,10172.0,0.001,0.51819,0.39455,0.012076,-0.036683,0.0066038,2.4645e-08,0.0,0.0,1.0,0.0,1.09e-05,-1.0,-0.000208,0.000777,255.0,8340.0,8340.0,-255.0,-0.492,-16.1
1.2953264,0.00015306525,3,0.82433885,1.1904541,0.98954493,0.10095294,1.1413752,0.10465931,,,,,,,,,,,,,,,,,,,,,,
1.2727305,0.00014034063,3,1.2407907,0.74418592,0.716322,0.092190363,0.8832764,0.074556254,10174.0,0.001,0.55866,0.60569,0.00052831,0.00031087,-0.0011832,6.4429e-08,0.0,0.0,1.0,0.0,2.14e-06,1.0,0.000133,-0.000393,-5.16,-5900.0,5900.0,-5.14,0.00923,10.6
1.5328859,0.00016622385,3,0.92508042,1.0966929,0.98448426,0.10368647,0.82661051,0.077657014,,,,,,,,,,,,,,,,,,,,,,
0.53250659,0.00013093503,3,1.1810476,0.71494019,0.86534113,0.095669389,0.668634,0.058382958,,,,,,,,,,,,,,,,,,,,,,
0.25568375,8.092793e-05,3,3.6128802,0.28367192,0.80442101,0.092818283,0.87819237,0.074589305,10177.0,0.001,0.76695,0.62729,0.10282,-0.12926,0.0007931,1.2153e-08,0.0,0.0,1.0,0.0,2.41e-06,-1.0,-0.000534,0.00126,1270.0,7740.0,7740.0,-1270.0,-1.65,-10.1
0.58733374,0.00015517374,3,0.95419836,0.91249764,1.3195548,0.1433038,0.64005286,0.080226086,,,,,,,,,,,,,,,,,,,,,,
0.70170093,0.00015026079,3,0.642986,1.2055738,1.5790832,0.09510269,0.82782733,0.071891606,,,,,,,,,,,,,,,,,,,,,,
0.4347918,8.6070409e-05,3,3.0879622,0.26948825,1.1986537,0.069359623,1.0703623,0.069423519,10180.0,0.001,0.76695,0.57812,0.10283,-0.14076,-0.0024811,1.1185e-08,0.0,0.0,1.0,0.0,3.2e-06,-1.0,-0.000254,0.00108,1510.0,8500.0,8500.0,-1510.0,-1.97,-11.1
1.335059,0.00015635039,3,1.2061999,0.98729593,1.0608238,0.086451173,1.116024,0.088803895,,,,,,,,,,,,,,,,,,,,,,
3.2734902,0.0001709207,3,0.7143513,1.5491594,0.54640305,0.082356729,1.3928518,0.10598277,10182.0,0.001,0.57492,0.43803,0.018956,0.0049436,-0.049391,9.4124e-08,0.0,0.0,1.0,0.0,1.47e-06,1.0,0.000117,-0.000306,-392.0,-9070.0,9070.0,-392.0,0.683,15.8
0.21726879,6.9535017e-05,3,5.0729628,0.17230053,1.2716753,0.080799758,0.89989966,0.067275368,10183.0,0.001,0.9828,0.70817,0.18006,-0.17107,-0.0025796,8.2532e-09,0.0,0.0,1.0,0.0,9.34e-07,-1.0,-0.000363,0.00148,2120.0,8320.0,8320.0,-2120.0,-2.15,-8.47
1.4307531,0.00016420819,3,0.7779457,1.1505582,1.0797255,0.11578565,0.94320798,0.097877577,,,,,,,,,,,,,,,,,,,,,,
0.70954132,0.00017177961,3,0.79448473,2.3609202,2.0523155,0.12328766,0.63492155,0.069686115,,,,,,,,,,,,,,,,,,,,,,
1.1958286,0.00014147488,3,0.83689106,0.6854735,0.31526849,0.062765896,0.99176317,0.058571991,10186.0,0.001,0.63241,0.88457,0.0099606,0.0013277,-0.012601,3.8417e-08,0.0,0.0,1.0,0.0,8.85e-07,1.0,0.00019,-0.000246,-62.2,-5520.0,5520.0,-62.2,0.0984,8.73
0.29251334,0.00010788894,3,3.7231121,0.52243346,1.1575297,0.090069495,0.71777683,0.059306927,10187.0,0.001,0.86819,0.64426,0.11993,-0.14469,-0.00053648,1.0073e-08,0.0,0.0,1.0,0.0,1.85e-06,-1.0,-0.000328,0.00124,1160.0,6260.0,6260.0,-1160.0,-1.34,-7.21
0.49291778,0.00015871838,3,1.0301222,0.6641317,0.38733098,0.13112746,0.49013028,0.056819003,10188.0,0.001,0.5985,1.2281,0.00019133,2.2681e-06,-0.00015808,2.2655e-08,0.0,0.0,1.0,0.0,6.94e-07,1.0,0.000176,-3.3e-05,-0.473,-3030.0,3030.0,-0.471,0.000791,5.05
0.76355666,0.00012238602,3,0.66493076,0.81721622,0.97033542,0.065879859,0.78172356,0.048317958,,,,,,,,,,,,,,,,,,,,,,
0.45122385,0.00014489472,3,1.1195796,0.65895885,0.60664177,0.098000742,0.55306816,0.049363539,,,,,,,,,,,,,,,,,,,,,,
1.732733,0.00012674471,3,1.6382357,0.59131324,0.7158708,0.12216319,1.2888714,0.14031081,10191.0,0.001,0.60449,0.3385,0.022456,-0.068197,0.0037368,1.9021e-08,0.0,0.0,1.0,0.0,1.26e-05,-1.0,-0.000103,0.000619,727.0,11000.0,11000.0,-727.0,-1.2,-18.1
0.33955401,0.00013189418,3,0.95440608,0.67461681,1.0569042,0.10859593,0.67122602,0.065751195,,,,,,,,,,,,,,,,,,,,,,
1.941306,0.00015469924,3,0.65536129,1.0168055,0.93203819,0.055762224,1.3012234,0.068727225,10193.0,0.001,0.46705,0.50366,0.0021701,-0.00020212,-0.0041093,8.7173e-08,0.0,0.0,1.0,0.0,1.93e-06,1.0,0.000155,-0.000284,-31.9,-7400.0,7400.0,-31.9,0.0683,15.9
1.307663,0.00015179107,3,0.83714414,0.70992875,0.58728665,0.07745412,1.0375273,0.074583963,10194.0,0.001,0.5985,0.78325,0.0061042,0.001436,-0.0092359,4.5723e-08,0.0,0.0,1.0,0.0,1.07e-06,1.0,0.000171,-0.000269,-42.9,-5500.0,5500.0,-42.9,0.0717,9.19
0.86235499,0.00014631129,3,1.6201237,0.67277992,1.0129319,0.11376425,0.81090599,0.082828537,10195.0,0.001,0.47172,0.3465,0.0065722,-0.018896,6.4094e-05,3.006e-08,0.0,0.0,1.0,0.0,1.31e-05,-1.0,-0.000176,0.000676,139.0,7310.0,7310.0,-139.0,-0.294,-15.5
0.61589986,0.0001332188,3,1.6521535,0.81445581,1.0848433,0.11577644,0.77303016,0.080212407,10196.0,0.001,0.43597,0.36316,0.0040409,-0.011034,-5.0542e-05,3.4026e-08,0.0,0.0,1.0,0.0,1.25e-05,-1.0,-0.000259,0.0007,77.9,7010.0,7010.0,-78.0,-0.179,-16.1
0.73588711,0.00013916046,3,0.99400395,0.82321733,0.69266629,0.10088459,0.96831119,0.088735744,10197.0,0.001,0.52871,0.85781,0.00048586,2.0973e-05,-0.00058742,3.5213e-08,0.0,0.0,1.0,0.0,1.36e-06,1.0,0.000233,-0.000153,-2.52,-4440.0,4440.0,-2.51,0.00477,8.4
1.6106648,0.00015529028,3,0.86801666,0.92822182,0.53522372,0.075318955,1.1812894,0.082741275,10198.0,0.001,0.5985,0.67999,0.0072713,0.0030876,-0.013796,5.3698e-08,0.0,0.0,1.0,0.0,1.2e-06,1.0,0.000135,-0.000306,-65.1,-6080.0,6080.0,-65.0,0.109,10.2
0.73943359,0.00015576839,3,1.0973549,1.9459876,1.5879079,0.094986707,0.73239833,0.063533477,,,,,,,,,,,,,,,,,,,,,,
0.51308173,0.00014226566,3,1.6826986,0.89429057,1.1414076,0.12451933,0.78601384,0.087036543,10200.0,0.001,0.42088,0.37508,0.0033305,-0.0088258,-2.7738e-05,3.473e-08,0.0,0.0,1.0,0.0,1.17e-05,-1.0,-0.000329,0.000694,53.9,6080.0,6080.0,-54.0,-0.128,-14.4
1.7549248,0.00017645549,3,0.68272042,1.6031306,1.2351969,0.073689595,0.95720106,0.065694042,10201.0,0.001,0.40846,-0.39908,0.00010725,0.00026889,-3.4541e-08,-1.1517e-07,0.0,0.0,1.0,0.0,2.58e-06,-1.0,0.000165,0.000331,1.9,-7020.0,-7020.0,-1.88,-0.00466,17.2
1.0737146,0.00014953515,3,0.9157449,1.6397831,1.5779228,0.072309844,0.85403204,0.057590105,,,,,,,,,,,,,,,,,,,,,,
1.4701749,0.00015400363,3,1.1893224,1.0859767,1.0335792,0.096485436,0.87692028,0.0771643,,,,,,,,,,,,,,,,,,,,,,
0.51342189,0.00011478282,3,1.9599676,1.3489853,1.475054,0.093944214,0.77223927,0.066317081,10204.0,0.001,0.52342,0.43697,0.017264,-0.038391,-2.0365e-05,2.1417e-08,0.0,0.0,1.0,0.0,7.82e-06,-1.0,-0.00029,0.000774,294.0,7440.0,7440.0,-294.0,-0.562,-14.2
0.92186129,0.00013510241,3,0.54635978,0.9148134,1.1029066,0.080451667,0.88752627,0.06608633,,,,,,,,,,,,,,,,,,,,,,
0.7078492,0.00015435276,3,0.69450772,1.0016998,0.63584095,0.078539796,0.92222053,0.06715633,10206.0,0.001,0.49351,0.99546,0.00022866,1.7705e-05,-0.00024745,3.4903e-08,0.0,0.0,1.0,0.0,1.1e-06,1.0,0.000202,-8.61e-05,-0.89,-3850.0,3850.0,-0.885,0.0018,7.81
0.44045725,0.00016063973,3,0.75907272,1.7670356,1.9545226,0.11529557,0.45418882,0.046952721,,,,,,,,,,,,,,,,,,,,,,
0.73419338,0.00014155044,3,0.82853949,0.67300069,0.77508622,0.11267744,0.91532773,0.092692792,10208.0,0.001,0.41259,0.69378,0.00027612,3.4386e-06,-0.00040151,5.2235e-08,0.0,0.0,1.0,0.0,2.05e-06,1.0,0.000236,-0.000158,-1.85,-4620.0,4620.0,-1.84,0.00448,11.2
1.6120788,0.00018818706,3,0.75754666,1.4403684,1.1810403,0.08467342,0.97130209,0.075823225,,,,,,,,,,,,,,,,,,,,,,
0.3902151,0.00012771429,3,1.5707619,0.71811068,1.2895535,0.080260627,0.74244672,0.05516189,10210.0,0.001,0.32197,0.34065,0.00022425,-0.00064871,-8.7232e-06,7.3662e-08,0.0,0.0,1.0,0.0,2.55e-05,-1.0,-0.000462,0.000683,3.74,5900.0,5900.0,-3.9,-0.0116,-18.3
0.32963228,0.00014141169,3,1.2769111,0.75831121,0.76766133,0.10920789,0.59894925,0.058969986,,,,,,,,,,,,,,,,,,,,,,
0.35736096,0.00011550208,3,2.1112051,0.69951183,1.0880026,0.15065439,0.76940125,0.1007371,10212.0,0.001,0.50788,0.4708,0.017362,-0.035687,-0.00010236,2.1676e-08,0.0,0.0,1.0,0.0,6.34e-06,-1.0,-0.00049,0.00079,237.0,6420.0,6420.0,-237.0,-0.466,-12.6
1.9273529,0.00015956876,3,0.8069672,1.9479038,2.1050329,0.10026595,1.2070467,0.10999661,,,,,,,,,,,,,,,,,,,,,,
0.81976622,0.00015672833,3,0.7313565,1.2589382,1.0560516,0.1099473,0.72035712,0.071356297,,,,,,,,,,,,,,,,,,,,,,
1.6284605,0.00015816907,3,0.85725921,0.98533463,0.64034837,0.073832974,1.0868391,0.074727349,10215.0,0.001,0.52871,0.58236,0.0021731,0.0014865,-0.0052191,6.7312e-08,0.0,0.0,1.0,0.0,1.68e-06,1.0,0.000133,-0.000317,-23.1,-6200.0,6200.0,-23.1,0.0438,11.7
1.2822282,0.00016775938,3,1.1182543,1.4402485,1.7749391,0.071596354,0.91343355,0.061029345,,,,,,,,,,,,,,,,,,,,,,
0.85794884,0.00013534044,3,1.2631478,0.87255216,0.88380671,0.095067106,0.9408704,0.081681341,,,,,,,,,,,,,,,,,,,,,,
0.95414037,0.00018615324,3,0.8033852,1.7065266,1.0061276,0.062497381,0.68446517,0.040261149,,,,,,,,,,,,,,,,,,,,,,
0.60995865,0.00015567274,3,0.58434093,0.91317141,1.1537582,0.10955314,0.76367915,0.075402781,,,,,,,,,,,,,,,,,,,,,,
0.61870772,0.00014430333,3,1.1629754,1.5426389,1.2437009,0.096130662,0.86637336,0.075980954,,,,,,,,,,,,,,,,,,,,,,
0.78127867,0.00010981298,3,2.0352993,0.42763624,0.55096805,0.12333344,0.96749365,0.1062223,10221.0,0.001,0.63241,0.4387,0.035123,-0.084725,0.0093121,1.5621e-08,0.0,0.0,1.0,0.0,8.8e-06,-1.0,-0.000173,0.000797,732.0,9140.0,9140.0,-732.0,-1.16,-14.5
0.50535011,0.00013950533,3,1.5606484,1.6689014,1.687636,0.12765351,0.75302649,0.085245498,10222.0,0.001,0.36447,0.34157,0.00062607,-0.0018326,1.0068e-07,4.2726e-08,0.0,0.0,1.0,0.0,1.4e-05,-1.0,-0.000303,0.000571,11.1,6120.0,6120.0,-11.2,-0.0306,-16.8
1.0567477,0.0001240196,3,1.3729811,0.69688684,0.85215098,0.091965862,0.90994912,0.07663703,10223.0,0.001,0.35364,0.25648,0.00025135,-0.0010763,9.6294e-05,6.6454e-08,0.0,0.0,1.0,0.0,2.66e-05,-1.0,-0.000167,0.000598,9.05,9490.0,9490.0,-9.31,-0.0256,-26.8
0.59926867,0.00012711903,3,0.84301877,0.52200007,0.43612978,0.11582596,0.75870043,0.078755453,10224.0,0.001,0.52871,1.0576,0.0032767,7.572e-06,-0.0031066,2.9252e-08,0.0,0.0,1.0,0.0,9.82e-07,1.0,0.000195,-6.35e-05,-13.3,-4280.0,4280.0,-13.3,0.0251,8.1
1.3927263,0.00015499153,3,0.53083777,1.9190383,1.410046,0.084597051,1.0797069,0.084216207,10225.0,0.001,0.46705,-0.61023,0.0011739,0.001924,-2.2398e-09,-7.5312e-08,0.0,0.0,1.0,0.0,1.3e-06,-1.0,0.000203,0.000247,13.0,-6780.0,-6780.0,-13.0,-0.0279,14.5
0.73534602,0.00015331048,3,0.88289469,0.96375275,0.73091364,0.080453649,0.59395254,0.044227976,,,,,,,,,,,,,,,,,,,,,,
0.59223151,0.00016834561,3,1.0317855,1.225799,1.030185,0.14170547,0.5244385,0.065092027,,,,,,,,,,,,,,,,,,,,,,
1.0171642,0.00014378373,3,1.7535994,1.0661736,1.1157113,0.12168538,0.93859684,0.10182318,10228.0,0.001,0.56431,0.38026,0.019295,-0.049144,-0.00018361,1.9053e-08,0.0,0.0,1.0,0.0,9.8e-06,-1.0,-0.000159,0.000658,394.0,7770.0,7770.0,-394.0,-0.699,-13.8
2.1983111,0.00014152341,3,1.0278486,0.65318978,0.65113765,0.073288098,1.2984828,0.08866556,10229.0,0.001,0.56431,0.50217,0.010851,0.0042232,-0.025904,7.3345e-08,0.0,0.0,1.0,0.0,2.05e-06,1.0,5.73e-05,-0.000373,-169.0,-7830.0,7830.0,-169.0,0.3,13.9
1.9511021,0.00017848257,3,0.48353997,1.7573199,1.7993841,0.079088584,1.1240661,0.082384542,10230.0,0.001,0.52871,-0.59511,0.011583,0.019575,-8.3305e-07,-7.7318e-08,0.0,0.0,1.0,0.0,1.05e-06,-1.0,0.000197,0.000263,139.0,-7160.0,-7160.0,-139.0,-0.263,13.5
1.8309519,0.0001393256,3,1.1633253,0.8807075,0.69418061,0.11550116,1.4071262,0.14569594,10231.0,0.001,0.66403,0.64132,0.01092,0.0051404,-0.022229,5.2078e-08,0.0,0.0,1.0,0.0,1.41e-06,1.0,8.15e-05,-0.00036,-117.0,-6890.0,6890.0,-117.0,0.177,10.4
1.2616481,0.00014026172,3,1.0015098,0.83939481,0.84947819,0.076938719,1.1778878,0.084151559,10232.0,0.001,0.52871,0.63117,0.00072474,0.00038643,-0.0015348,6.0457e-08,0.0,0.0,1.0,0.0,1.83e-06,1.0,0.000169,-0.00032,-6.86,-5970.0,5970.0,-6.85,0.013,11.3
0.63332427,0.00014420174,3,1.1242602,0.90828145,1.0768442,0.12022737,0.68182504,0.073176995,,,,,,,,,,,,,,,,,,,,,,
0.3661283,0.00010940625,3,2.0465617,0.62656063,1.0488862,0.15751451,0.67054993,0.091248542,10234.0,0.001,0.4985,0.46076,0.014278,-0.030409,0.00014202,2.3646e-08,0.0,0.0,1.0,0.0,6.79e-06,-1.0,-0.000444,0.000801,214.0,6910.0,6910.0,-214.0,-0.429,-13.9
0.34552193,0.0001116415,3,0.4160122,0.69010073,1.0244458,0.06762296,0.69665945,0.044125862,,,,,,,,,,,,,,,,,,,,,,
0.44498441,0.00010780078,3,1.6444298,0.41083887,0.76373905,0.093621239,0.67753005,0.058000997,10236.0,0.001,0.36447,0.3519,0.00060171,-0.0037389,0.0020294,6.1367e-08,0.0,0.0,1.0,0.0,1.58e-05,-1.0,-0.000386,0.000767,12.7,7490.0,7490.0,-12.8,-0.0348,-20.6
0.45668623,0.00013319397,3,1.013,0.9511379,1.0446223,0.11218585,0.66046929,0.066620961,,,,,,,,,,,,,,,,,,,,,,
2.4423678,0.00016652283,3,0.95227742,0.89436203,0.4448612,0.085029602,1.4065859,0.11022861,10238.0,0.001,0.61053,0.53056,0.021326,0.011023,-0.051659,6.5259e-08,0.0,0.0,1.0,0.0,1.49e-06,1.0,6.58e-05,-0.000349,-284.0,-7070.0,7070.0,-284.0,0.465,11.6
0.31313282,8.7607652e-05,3,2.7221024,0.38937032,1.0817463,0.061997034,0.83748806,0.048890967,10239.0,0.001,0.63241,0.55178,0.053414,-0.08546,-0.00039048,1.9264e-08,0.0,0.0,1.0,0.0,3.98e-06,-1.0,-0.000482,0.00114,760.0,7860.0,7860.0,-760.0,-1.2,-12.4
0.85700226,0.00015168455,3,0.93336827,1.0159075,1.2938546,0.11374398,0.75410151,0.077014089,,,,,,,,,,,,,,,,,,,,,,
0.55061948,0.00011258697,3,0.82002604,1.0930184,2.4759898,0.14543229,0.92612064,0.11758699,10241.0,0.001,0.25125,-0.17987,0.0050437,-0.0014247,0.0294,-7.7909e-08,0.0,0.0,1.0,0.0,1.02e-05,1.0,-0.000428,-0.000529,-384.0,13700.0,-13700.0,-384.0,1.53,-54.5
0.81034923,0.00014953832,3,0.902771,0.63784367,0.40523285,0.10475265,0.6907953,0.065501139,10242.0,0.001,0.63241,1.0612,0.0029471,0.0001785,-0.002956,2.7438e-08,0.0,0.0,1.0,0.0,8.31e-07,1.0,0.000219,-0.000143,-11.7,-4190.0,4190.0,-11.6,0.0184,6.63
0.87839407,0.00016273692,3,0.15750331,1.2075464,1.1522275,0.084738925,0.6194182,0.048388358,10243.0,0.001,0.36447,-1.4062,0.0014562,0.0010366,-8.3675e-07,-7.5413e-08,0.0,0.0,1.0,0.0,8.58e-07,-1.0,0.000191,2.1e-05,4.16,-4010.0,-4010.0,-4.16,-0.0114,11.0
0.94954169,0.00013234389,3,1.1984162,0.87455899,0.99098688,0.091842212,0.98436606,0.08280167,,,,,,,,,,,,,,,,,,,,,,
0.40328097,0.00012200773,3,1.0486467,0.53094447,0.7093631,0.08327236,0.67384654,0.051798683,,,,,,,,,,,,,,,,,,,,,,
